selection_rank	first_public_panel_n	genbank_assembly_accession	biosample_accession	ncbi_organism_name	ncbi_organism_taxid	bacselect_species_name	bacselect_species_taxid	assembly_name	submitter	assembly_release_date	panel_identity	selector	selector_version	architecture_schema_version	source_snapshot_sha256	taxonomy_snapshot_sha256	execution_git_commit	ncbi_assembly_url
52	100	GCA_000577895.1	SAMEA3138942	Clostridium bornimense	1216932	Clostridium bornimense	1216932	M2/40	CEBITEC	2014-02-11	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000577895.1/
53	100	GCA_050320165.1	SAMN48276333	Streptomyces sp. cg40	3419764	Streptomyces sp. cg40	3419764	ASM5032016v1	Hunan University of Science and Technology	2025-05-12	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_050320165.1/
54	100	GCA_030540775.2	SAMN36549765	Flavivirga abyssicola	3063533	Flavivirga abyssicola	3063533	ASM3054077v2	Korea Institute of Ocean Science & Technology	2024-02-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030540775.2/
55	100	GCA_023380225.1	SAMN26370967	Apilactobacillus apisilvae	2923364	Apilactobacillus apisilvae	2923364	ASM2338022v1	The University of Adelaide	2022-05-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_023380225.1/
56	100	GCA_039621805.1	SAMN41025038	Paraburkholderia sp. PREW-6R	3141544	Paraburkholderia sp. PREW-6R	3141544	ASM3962180v1	National Institute of Agricultural Sciences, Rural Development Administration	2024-05-13	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_039621805.1/
57	100	GCA_045345765.1	SAMN40504883	Peptostreptococcaceae bacterium AGR-M142	3133363	Peptostreptococcaceae bacterium AGR-M142	3133363	ASM4534576v1	Korea Research Institute of Bioscience and Biotechnology	2024-03-25	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045345765.1/
58	100	GCA_001553625.1	SAMN04435861	Desulfomicrobium orale DSM 12838	888061	Desulfomicrobium orale	132132	ASM155362v1	The Forsyth Institute	2016-02-09	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001553625.1/
59	100	GCA_004015185.1	SAMN08328878	Clostridium manihotivorum	2320868	Clostridium manihotivorum	2320868	ASM401518v1	King Mongkut's University of Technology Thonburi	2019-01-14	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_004015185.1/
60	100	GCA_001685415.1	SAMN04578256	Serinicoccus hydrothermalis	1758689	Serinicoccus hydrothermalis	1758689	ASM168541v1	MEL	2016-07-15	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001685415.1/
61	100	GCA_005222125.1	SAMN08579952	Spiroplasma melliferum	2134	Spiroplasma melliferum	2134	ASM522212v1	Beltsville Agricultural Research Center	2019-05-07	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_005222125.1/
62	100	GCA_000055945.1	SAMEA3138257	Lawsonia intracellularis PHE/MN1-00	363253	Lawsonia intracellularis	29546	ASM5594v1	Univ. Minnesota	2006-05-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000055945.1/
63	100	GCA_007971225.1	SAMN12429834	Panacibacter ginsenosidivorans	1813871	Panacibacter ginsenosidivorans	1813871	ASM797122v1	Hankyong National University	2019-08-12	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_007971225.1/
64	100	GCA_018141445.1	SAMN14689427	Vallitalea pronyensis	1348613	Vallitalea pronyensis	1348613	ASM1814144v1	Mediterranean Institute of Oceanography (MIO), UMR 7294	2021-04-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_018141445.1/
65	100	GCA_030719215.1	SAMN33694647	Streptomyces glycanivorans	3033808	Streptomyces glycanivorans	3033808	ASM3071921v1	DNASense ApS	2023-08-14	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030719215.1/
66	100	GCA_051858855.1	SAMN49777203	Saccharothrix sp. HUAS TT10	3447450	Saccharothrix sp. HUAS TT10	3447450	ASM5185885v1	Hunan University of Arts and Science	2025-08-07	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_051858855.1/
67	100	GCA_030408615.1	SAMN13404512	Corynebacterium bovis DSM 20582 = CIP 54.80	927655	Corynebacterium bovis	36808	ASM3040861v1	Bielefeld University	2023-07-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030408615.1/
68	100	GCA_039852015.1	SAMN41378188	Robbsia sp. KACC 23696	3149231	Robbsia sp. KACC 23696	3149231	ASM3985201v1	National Institute of Agricultural Sciences, Rural Development Administration	2024-05-26	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_039852015.1/
69	100	GCA_046042685.1	SAMN09213754	Pseudomonas sp. PLMAX	2201998	Pseudomonas sp. PLMAX	2201998	PLMAX.2	UFSC	2024-12-12	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_046042685.1/
70	100	GCA_018304685.1	SAMN18499029	Chloracidobacterium sp. D	2821536	Chloracidobacterium sp. D	2821536	ASM1830468v1	Tokyo Metropolitan University	2021-05-07	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_018304685.1/
71	100	GCA_009684715.1	SAMN04539465	Otariodibacter oris	1032623	Otariodibacter oris	1032623	ASM968471v1	University of Copenhagen	2019-11-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_009684715.1/
72	100	GCA_034661235.1	SAMN38241646	Nocardioides bizhenqiangii	3095076	Nocardioides bizhenqiangii	3095076	ASM3466123v1	China CDC	2023-12-26	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_034661235.1/
73	100	GCA_009017495.1	SAMN12911568	Deinococcus sp. AJ005	2652443	Deinococcus sp. AJ005	2652443	ASM901749v1	Ajou University	2019-10-13	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_009017495.1/
74	100	GCA_044772865.1	SAMN44445349	Algirhabdus cladophorae	3377108	Algirhabdus cladophorae	3377108	ACLA_KMM_6494T_1	G.B. Elyakov Pacific Institute of Bioorganic Chemistry	2024-11-11	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_044772865.1/
75	100	GCA_017377355.1	SAMN15947216	Desulfonema limicola	45656	Desulfonema limicola	45656	ASM1737735v1	Carl von Ossietzky University of Oldenburg	2021-03-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_017377355.1/
76	100	GCA_023101005.1	SAMN16538611	Bradyrhizobium sp. 187	2782655	Bradyrhizobium sp. 187	2782655	ASM2310100v1	Oregon State University	2022-04-25	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_023101005.1/
77	100	GCA_004010835.2	SAMN09602975	Oenococcus sp. UCMA 16435	2259623	Oenococcus sp. UCMA 16435	2259623	ASM401083v2	Universite de Caen Normandie	2020-02-07	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_004010835.2/
78	100	GCA_001399775.1	SAMN02441811	Thermus aquaticus Y51MC23	498848	Thermus aquaticus	271	ASM139977v1	Lucigen Corp.	2015-10-19	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001399775.1/
79	100	GCA_023823835.1	SAMN22304400	Cytobacillus oceanisediminis	665099	Cytobacillus oceanisediminis	665099	ASM2382383v1	Huazhong Agricultural University	2022-06-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_023823835.1/
80	100	GCA_026651855.1	SAMN24621180	Pseudomonas silvicola	2908006	Pseudomonas silvicola	2908006	ASM2665185v1	Guangdong Academy of Forestry	2022-12-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_026651855.1/
81	100	GCA_002008305.4	SAMN06318586	Micrococcus sp. KBS0714	1179670	Micrococcus sp. KBS0714	1179670	ASM200830v4	Indiana University	2019-07-31	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_002008305.4/
82	100	GCA_051521375.1	SAMN40441144	Sorangium sp. So ce693	3133318	Sorangium sp. So ce693	3133318	ASM5152137v1	Leibniz-Institute DSMZ - German Collection of Microorganisms and Cell Cultures	2025-07-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_051521375.1/
83	100	GCA_001545095.1	SAMN04087214	Erysipelothrix larvae	1514105	Erysipelothrix larvae	1514105	ASM154509v1	Korea Research Institute Bioscience and Biotechnology	2016-02-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001545095.1/
84	100	GCA_042245395.1	SAMN38455655	Vibrio iocasae	3098914	Vibrio iocasae	3098914	ASM4224539v1	Institute of Oceanology, Chinese Academy of Sciences	2024-09-25	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_042245395.1/
85	100	GCA_000024985.1	SAMN02598446	Sphaerobacter thermophilus DSM 20745	479434	Sphaerobacter thermophilus	2057	ASM2498v1	US DOE Joint Genome Institute (JGI-PGF)	2009-11-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000024985.1/
86	100	GCA_030077565.1	SAMN34578472	Myroides odoratimimus	76832	Myroides odoratimimus	76832	ASM3007756v1	COMU, Canakkale	2023-05-25	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030077565.1/
87	100	GCA_038809135.1	SAMN29855397	Sphingomonas sp. NY01	2968057	Sphingomonas sp. NY01	2968057	ASM3880913v1	Southern Subtropical Crops Research Institute, Chinese Academy of Tropical Agricultural Sciences	2024-04-30	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_038809135.1/
88	100	GCA_000019165.1	SAMN02602985	Heliomicrobium modesticaldum Ice1	498761	Heliomicrobium modesticaldum	35701	ASM1916v1	Arizona State University	2008-04-01	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000019165.1/
89	100	GCA_008807075.1	SAMN10850838	Synechococcus sp. RSCCF101	2511069	Synechococcus sp. RSCCF101	2511069	ASM880707v1	King Abdullah University of Science and Technology	2019-10-03	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_008807075.1/
90	100	GCA_051852995.1	SAMN45382047	Oenococcus alcoholitolerans	931074	Oenococcus alcoholitolerans	931074	ASM5185299v1	UMR oenologie	2025-08-06	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_051852995.1/
91	100	GCA_022921115.1	SAMN27282322	Halobacillus amylolyticus	2932259	Halobacillus amylolyticus	2932259	ASM2292111v1	National Institute of Agricultural Sciences	2022-04-12	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_022921115.1/
92	100	GCA_964031175.1	SAMEA115496727	Spiroplasma endosymbiont of Melieria omissa	3139324	Spiroplasma endosymbiont of Melieria omissa	3139324	idMelOmis1.Spiroplasma_sp_1.1	WELLCOME SANGER INSTITUTE	2024-04-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_964031175.1/
93	100	GCA_026967615.1	SAMN32084726	Pseudomonas sp. GXZC	3003351	Pseudomonas sp. GXZC	3003351	ASM2696761v1	Huazhong Agricultural University	2022-12-18	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_026967615.1/
94	100	GCA_022374875.3	SAMN20254267	Mycolicibacterium rufum	318424	Mycolicibacterium rufum	318424	ASM2237487v3	Research Institute of Tuberculosis	2022-09-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_022374875.3/
95	100	GCA_013365535.1	SAMN14916496	Aquimarina sp. TRL1	2736252	Aquimarina sp. TRL1	2736252	ASM1336553v1	University of Tasmania	2020-06-22	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_013365535.1/
96	100	GCA_042445055.1	SAMN43886083	Falsihalocynthiibacter sp. SS001	3349698	Falsihalocynthiibacter sp. SS001	3349698	Complete genome of Falsihalocynthiibacter sp. SS001	Shanghai Ocean University	2024-09-30	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_042445055.1/
97	100	GCA_036231985.1	SAMN30553297	Streptomyces sp. NBC_01426	2975866	Streptomyces sp. NBC_01426	2975866	ASM3623198v1	Technical University of Denmark	2024-01-25	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_036231985.1/
98	100	GCA_030996345.1	SAMN31721705	Acidithiobacillus sp. AMEEHan	2994951	Acidithiobacillus sp. AMEEHan	2994951	ASM3099634v1	Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences	2023-08-30	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030996345.1/
99	100	GCA_007741535.1	SAMN06143213	Rubripirellula lacrimiformis	1930273	Rubripirellula lacrimiformis	1930273	ASM774153v1	Leibniz-Institute DSMZ German Collection of Microorganisms and Cell Cultures	2019-07-31	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_007741535.1/
100	100	GCA_030913685.1	SAMN37009672	Oscillospiraceae bacterium MB24-C1	3070655	Oscillospiraceae bacterium MB24-C1	3070655	ASM3091368v1	Sanming University	2023-08-28	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030913685.1/
101	200	GCA_045689595.1	SAMN38770663	Humidisolicoccus flavus	3111414	Humidisolicoccus flavus	3111414	ASM4568959v1	Chungnam National University	2024-01-24	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045689595.1/
102	200	GCA_020790095.1	SAMN22550432	Priestia sp. J2	2886505	Priestia sp. J2	2886505	ASM2079009v1	Shandong Peanut Reaearch Institute	2021-11-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_020790095.1/
103	200	GCA_051530195.1	SAMN40441126	Sorangium sp. So ce321	3133300	Sorangium sp. So ce321	3133300	ASM5153019v1	Leibniz-Institute DSMZ - German Collection of Microorganisms and Cell Cultures	2025-07-24	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_051530195.1/
104	200	GCA_027563495.1	SAMN22327426	Leptospira kirschneri	29507	Leptospira kirschneri	29507	ASM2756349v1	USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBPL	2023-01-03	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_027563495.1/
